sub_forum_id,sub_forum_name,base_url,description,topics_count,posts_count,last_active_datetime_str,last_active_by,last_post_id
101,Puzzle me this...,https://www.themagiccafe.com/forums/viewforum.php?forum=101&12886,"This area dedicated to topics on puzzles that challenge the mind, be they Chinese boxes, blocks, metal and wire, discs, or even the famous Rubik's Cube.","1,173","12,886","Apr 8, 2025 02:04 am",Jonathan Townsend,9958143
109,Tricks & Effects,https://www.themagiccafe.com/forums/viewforum.php?forum=109&249739,This area for reviews of magic tricks only.,"14,356","249,739","May 25, 2025 04:46 pm",Alex DLF,9964324
171,From The Wizards Cave - by Bill Palmer,https://www.themagiccafe.com/forums/viewforum.php?forum=171&140,Our resident curmudgeon applies his wizardly wiles to work out problems in everything from ethics to history to indigestion.,57,140,"Oct 8, 2006 07:07 am",Bill Palmer,4749209
6,The side walk shuffle,https://www.themagiccafe.com/forums/viewforum.php?forum=6&56612,Discussions on the serious art of busking.,"3,742","56,612","May 24, 2025 02:24 am",RiffRaff,9964123
8,"Boxes, tubes & bags",https://www.themagiccafe.com/forums/viewforum.php?forum=8&55761,"Topics on living room type magic (tricky bottles,change bags,linking rings,etc)","4,353","55,761","May 21, 2025 02:09 pm",Levi Bennett,9963748
159,"Ebooks, PDF's or Downloads",https://www.themagiccafe.com/forums/viewforum.php?forum=159&33775,"This area for reviews of Ebooks, PDF's or Downloads exclusively.","2,843","33,775","May 25, 2025 05:48 pm",dbootcheck,9964334
61,Looking out for our own,https://www.themagiccafe.com/forums/viewforum.php?forum=61&10188,"Do you know of someone in the art who could use some words of encouragement right now? Perhaps they are ill, or have just lost a loved one? This is the forum to let our magic family at The Café help out.","1,011","10,188","May 24, 2025 01:21 am",daffydoug,9964117
62,Magic names and the media,https://www.themagiccafe.com/forums/viewforum.php?forum=62&29674,"General discussions concerning the stars of magic. Topics may include reviews or commentary on tv specials, personal appearances, tour schedules, radio interviews, etc.","2,372","29,674","May 25, 2025 08:31 pm",drmagic,9964354
42,Our new arrivals,https://www.themagiccafe.com/forums/viewforum.php?forum=42&72453,Here is a place for new members to introduce themselves to the rest of our community.,"11,035","72,453","May 22, 2025 09:19 pm",smithart,9963945
112,Stage Illusions,https://www.themagiccafe.com/forums/viewforum.php?forum=112&5075,"This area for the review of large stage size illusions (e.g, Zig-Zag, Sawing, Origami, Mis-made Girl, Levitation, etc).",407,"5,075","Dec 30, 2024 06:38 pm",jimhlou,9941301
205,Shuffled not Stirred,https://www.themagiccafe.com/forums/viewforum.php?forum=205&19595,This is the forum to discuss the art and practice of using stacks and other special arrangements of the pasteboards. Topics may include the use of marked cards and memorized deck work.,"1,432","19,595","May 25, 2025 10:52 pm",drphil,9964365
3,Nothing up my sleeve...,https://www.themagiccafe.com/forums/viewforum.php?forum=3&180107,"If performing sleight of hand magic with coins has you excited, this is your forum! Topics may include effects like Matrix, Coins across, Misers Dream, etc. This is also the area to discuss Okito box work.","11,426","180,107","May 25, 2025 07:06 pm",GlennLawrence,9964344
54,Smooth as silk,https://www.themagiccafe.com/forums/viewforum.php?forum=54&21006,"General discussion of magic with silks and handkerchiefs. Topics may include the caring of silks, folding, dyeing, etc.","1,912","21,006","May 16, 2025 07:14 pm",David Todd,9963156
220,The Feminine Mystique,https://www.themagiccafe.com/forums/viewforum.php?forum=220&3073,"Serious discussions surrounding the problems and/or advantages of performing magic as a woman. For example, clothing issues with pulls, topits, holdouts, etc. Ladies, this area is provided especially for you!",297,"3,073","May 16, 2025 04:20 pm",critter,9963136
188,The Gambling Spot,https://www.themagiccafe.com/forums/viewforum.php?forum=188&43074,"History, theory and ideas surrounding the mysterious world of the unscrupulous gambler. Topics may include card cheating, card counters, advantage players, etc.  Strategies, theories and schemes for winning at Poker, BlackJack, Slots, Roulette, Craps and other casino games.","2,459","43,074","May 25, 2025 09:41 pm",Marcello Karamello,9964357
107,The clothes we wear,https://www.themagiccafe.com/forums/viewforum.php?forum=107&8367,"Discussions on proper attire, and how your wardrobe may affect the way in which your audience perceives you. Topics may include types of dress, be it formal wear, contemporary, retro, etc.",708,"8,367","May 10, 2025 04:36 am",smithart,9962263
4,"Rings, strings & things",https://www.themagiccafe.com/forums/viewforum.php?forum=4&52662,"Discussion on performing magic with rings, strings, dice, rubberbands, pencils, paddles, etc.","4,508","52,662","May 23, 2025 10:21 pm",ALEXANDRE,9964095
13,Polly wants a cracker...,https://www.themagiccafe.com/forums/viewforum.php?forum=13&27786,"General discussion on using and caring for doves, rabbits, parrots and other livestock.","2,698","27,786","Mar 13, 2025 10:19 pm",TrickyRicky,9953888
15,Penny for your thoughts,https://www.themagiccafe.com/forums/viewforum.php?forum=15&442064,General discussion of mentalism.,"23,393","442,064","May 24, 2025 07:24 pm",docdazzal,9964211
48,Going for the 'Gold',https://www.themagiccafe.com/forums/viewforum.php?forum=48&3256,"Interested in magic competition? Here is the place to post discussions on possible strategies, what to expect, how to prepare, what to wear. Topics may include news and views on upcoming contests, etc.",397,"3,256","Apr 18, 2024 01:50 pm",mavibaz,9903712
227,THE MAGIC MENU - The International Journal for Close-Up Magicians,https://www.themagiccafe.com/forums/viewforum.php?forum=227&187,Topics and discussions pertaining to the contents of the Magic Menu magazine. All other subject matter will be deleted.,17,187,"May 31, 2011 04:43 pm",bsears,7089598
75,The marquee says...,https://www.themagiccafe.com/forums/viewforum.php?forum=75&5267,"Planning your vacation and want to catch a little magic along the way? Look inside! This is the area to announce show schedules, so other members will know who is playing where!","1,585","5,267","Apr 14, 2025 01:44 am",Joe M. Turner,9958961
339,The Trading Room,https://www.themagiccafe.com/forums/viewforum.php?forum=339&2,"Looking to buy, sell or trade a pack of cards? Look no further, this is the place for you! But remember, ""Caveat emptor""-let the buyer beware.",2,2,"Sep 24, 2013 12:56 am",Steve Brooks,8107272
18,All tied up!,https://www.themagiccafe.com/forums/viewforum.php?forum=18&42368,"General discussion covering escape magic. Topics include ropes,chains,boxes,handcuffs,strait jackets,etc.","3,468","42,368","Mar 21, 2025 04:18 am",Ray Pierce,9955346
191,Betchas,https://www.themagiccafe.com/forums/viewforum.php?forum=191&1410,"This forum dedicated to the discussion of bar bets, tricks, stunts and other silly wagers.",131,"1,410","Aug 23, 2024 02:16 pm",Steven Conner,9923244
390,Taco Tuesday For Magicians with Luke Dancy (Watch LIVE every Tuesday night at 8:30pm EST!),https://www.themagiccafe.com/forums/viewforum.php?forum=390&30,"Get your weekly dose of magic news, a detailed look at the best handpicked magic tricks and your chance to win FREE MAGIC just for tuning in. Join the fun live each week on the All Things Magic YouTube channel and Facebook page. Catch the replay from each week's show right here!",25,30,"Oct 23, 2024 08:32 pm",Luke Dancy,9932033
100,Seeing is believing,https://www.themagiccafe.com/forums/viewforum.php?forum=100&1641,"Discussions on the use and properties of optical illusions, and how these lines and drawings fool the eye.",241,"1,641","Apr 14, 2025 03:04 pm",J M Talbot,9959026
111,"Dvd, Video tape, Audio tape & Compact discs.",https://www.themagiccafe.com/forums/viewforum.php?forum=111&75543,"This area for reviews of dvds, video tapes, audio tapes or compact discs exclusively.","4,982","75,543","Feb 13, 2025 09:17 pm",Recoplon,9948072
97,Flavors from the past...,https://www.themagiccafe.com/forums/viewforum.php?forum=97&1637,"Reminisce about the dealers from days gone by and the products or advice they once offered, or perhaps just fond memories of those Saturday afternoons you spent hanging out in their shops.",245,"1,637","Apr 30, 2025 02:25 am",Cristian Vidrascu,9961117
106,The words we use,https://www.themagiccafe.com/forums/viewforum.php?forum=106&6795,This area is to discuss ideas for Patter and the use of Scripts in our magical presentations.,596,"6,795","May 15, 2025 02:29 pm",critter,9962949
199,The tricks are on me!,https://www.themagiccafe.com/forums/viewforum.php?forum=199&4043,"This forum is for discussing the history and practice of Volunteering to perform for various groups for free (e.g, hospitals, nursing homes, fundraisers, etc). This is especially useful for beginners or those wanting to try out new material.",318,"4,043","May 10, 2025 07:37 pm",critter,9962321
92,Street Magic,https://www.themagiccafe.com/forums/viewforum.php?forum=92&28272,Performing random acts of magic for a total stranger...,"1,851","28,272","Apr 4, 2025 03:42 pm",imgic,9957574
14,"The spooky, the mysterious...the bizarre!",https://www.themagiccafe.com/forums/viewforum.php?forum=14&172637,If graveside magic is your thing...,"11,426","172,637","May 25, 2025 04:14 pm",Joshua J,9964317
113,Magical Accessories,https://www.themagiccafe.com/forums/viewforum.php?forum=113&13369,"This area is for reviews of magical accessories such as wands, cases, topits, playing cards, etc. only.","1,332","13,369","May 23, 2025 01:26 am",motown,9963978
