sub_forum_id,sub_forum_name,base_url,description,topics_count,posts_count,last_active_datetime_str,last_active_by,last_post_id
30,A tangled web we weave...,https://www.themagiccafe.com/forums/viewforum.php?forum=30&21456,General discussion concerning magic on the internet,2937,21456,5/21/2025 12:32,Slim King,9963736
50,The Magic Café Tech Help Area,https://www.themagiccafe.com/forums/viewforum.php?forum=50&11600,"Are you having technical issues with the forums? If so, explain your situation or ask your questions here.",2991,11600,5/23/2025 11:10,Dave Scribner,9964006
23,Believe it or not...,https://www.themagiccafe.com/forums/viewforum.php?forum=23&34029,"Discussions of life on the midway - fire walking, eating glass, blockhead, bed of nails and other side-show stuff. Topics may include carnival history, games, lingo, grindshows, flea circus', exhibits, etc.",3139,34029,5/17/2025 2:32,critter,9963208
18,All tied up!,https://www.themagiccafe.com/forums/viewforum.php?forum=18&42368,"General discussion covering escape magic. Topics include ropes,chains,boxes,handcuffs,strait jackets,etc.",3468,42368,3/21/2025 4:18,Ray Pierce,9955346
10,Finger/stage manipulation,https://www.themagiccafe.com/forums/viewforum.php?forum=10&43552,"Topics on billiard balls, thimbles, pipes, cigars or cigarettes, candles, dancing canes, card productions, zombie and more!",3548,43552,5/17/2025 17:21,gourdini,9963269
6,The side walk shuffle,https://www.themagiccafe.com/forums/viewforum.php?forum=6&56612,Discussions on the serious art of busking.,3742,56612,5/24/2025 2:24,RiffRaff,9964123
203,Gaffed & Funky,https://www.themagiccafe.com/forums/viewforum.php?forum=203&36962,"This forum dedicated to discussions pertaining to the use of gimmicked or specialty packs (e.g, Invisible deck, Stripper, Svengali, Mirage, Split, etc). Topics may also include custom printed cards (e.g, Double face, 31/2 clubs, clear cards and other odd varieties).",3794,36962,5/25/2025 17:24,obsidian52,9964330
202,Trick coin trickery,https://www.themagiccafe.com/forums/viewforum.php?forum=202&55425,"Discussions of tricks or effects which seemingly use ordinary filthy lucre, but do not ( Scotch & Soda, Coin in bottle, etc )",4119,55425,5/22/2025 15:48,Mb217,9963915
8,"Boxes, tubes & bags",https://www.themagiccafe.com/forums/viewforum.php?forum=8&55761,"Topics on living room type magic (tricky bottles,change bags,linking rings,etc)",4353,55761,5/21/2025 14:09,Levi Bennett,9963748
27,Food for thought,https://www.themagiccafe.com/forums/viewforum.php?forum=27&105381,"This is the area to discuss creativity,theory,and psychology in our magic",4481,105381,5/24/2025 6:29,critter,9964139
31,So Happy together...,https://www.themagiccafe.com/forums/viewforum.php?forum=31&33851,"News and views on conventions, lectures, club meetings, etc.",4492,33851,5/25/2025 22:06,Ben Train,9964359
4,"Rings, strings & things",https://www.themagiccafe.com/forums/viewforum.php?forum=4&52662,"Discussion on performing magic with rings, strings, dice, rubberbands, pencils, paddles, etc.",4508,52662,5/23/2025 22:21,ALEXANDRE,9964095
115,Ever so sleightly,https://www.themagiccafe.com/forums/viewforum.php?forum=115&83039,"Discussions on magic that uses sleight of hand skills, such as Cups & Balls, Sponge Balls, the Chop Cup and so on.",4795,83039,5/16/2025 17:06,motown,9963147
26,The workshop,https://www.themagiccafe.com/forums/viewforum.php?forum=26&48500,This area is for those interested in building their own props,4797,48500,5/2/2025 4:18,Anverdi-museum,9961382
111,"Dvd, Video tape, Audio tape & Compact discs.",https://www.themagiccafe.com/forums/viewforum.php?forum=111&75543,"This area for reviews of dvds, video tapes, audio tapes or compact discs exclusively.",4982,75543,2/13/2025 21:17,Recoplon,9948072
110,"Books, Pamphlets & Lecture Notes",https://www.themagiccafe.com/forums/viewforum.php?forum=110&61636,"This area for reviews of books, pamphlets and notes only.",5015,61636,5/25/2025 17:26,dbootcheck,9964331
44,Tricky business,https://www.themagiccafe.com/forums/viewforum.php?forum=44&90215,"Discussions on working cruise ships, & doing trade shows. Topics may also include routine ideas for motivational magic & other specialized programs. This is also the area to talk about the business side of magic (e.g, contracts, promotions, taxes, etc)",5544,90215,5/21/2025 14:49,Mindpro,9963759
217,You Oughta Be In Pictures,https://www.themagiccafe.com/forums/viewforum.php?forum=217&39079,"Forum for posts focusing on user-submitted videos or images. All media content should be appropriate for all audiences and must not contain any copyrighted intellectual property without the permission of the respective copyright holder. In addition, absolutely no exposure videos will be allowed - no exceptions.",5809,39079,5/3/2025 20:19,Aurum,9961582
5,Table hoppers & party strollers,https://www.themagiccafe.com/forums/viewforum.php?forum=5&118064,"General discussion on working restaurants and bars, as well as doing strolling magic",6551,118064,5/25/2025 23:29,smithart,9964368
41,New to magic?,https://www.themagiccafe.com/forums/viewforum.php?forum=41&108735,"If you are a beginner, here is the place to seek advice and ask questions.",7925,108735,5/25/2025 19:05,smithart,9964343
7,Grand illusion,https://www.themagiccafe.com/forums/viewforum.php?forum=7&113428,General discussion on large illusions.,8727,113428,5/25/2025 12:03,serg,9964297
17,The little darlings,https://www.themagiccafe.com/forums/viewforum.php?forum=17&181820,"Topics on the challenging art of performing for children, including birthday shows,school programs, and magic with a special message.",10533,181820,5/17/2025 14:38,Russo,9963241
42,Our new arrivals,https://www.themagiccafe.com/forums/viewforum.php?forum=42&72453,Here is a place for new members to introduce themselves to the rest of our community.,11035,72453,5/22/2025 21:19,smithart,9963945
3,Nothing up my sleeve...,https://www.themagiccafe.com/forums/viewforum.php?forum=3&180107,"If performing sleight of hand magic with coins has you excited, this is your forum! Topics may include effects like Matrix, Coins across, Misers Dream, etc. This is also the area to discuss Okito box work.",11426,180107,5/25/2025 19:06,GlennLawrence,9964344
14,"The spooky, the mysterious...the bizarre!",https://www.themagiccafe.com/forums/viewforum.php?forum=14&172637,If graveside magic is your thing...,11426,172637,5/25/2025 16:14,Joshua J,9964317
109,Tricks & Effects,https://www.themagiccafe.com/forums/viewforum.php?forum=109&249739,This area for reviews of magic tricks only.,14356,249739,5/25/2025 16:46,Alex DLF,9964324
218,Latest and Greatest?,https://www.themagiccafe.com/forums/viewforum.php?forum=218&547548,"This forum provided as a place where folks can discuss the latest rumors, read announcements and speculate about the obvious hyperbole surrounding many of the upcoming products that are released into magicdom. Will they be genuine miracles or mere rhetoric? We ponder the question...",18971,547548,5/25/2025 20:54,Hawkan,9964355
32,"Not very magical, still...",https://www.themagiccafe.com/forums/viewforum.php?forum=32&481960,A place to discuss things which have nothing to do with magic,20863,481960,5/26/2025 0:03,daffydoug,9964370
15,Penny for your thoughts,https://www.themagiccafe.com/forums/viewforum.php?forum=15&442064,General discussion of mentalism.,23393,442064,5/24/2025 19:24,docdazzal,9964211
2,The workers,https://www.themagiccafe.com/forums/viewforum.php?forum=2&452574,Serious discussions surrounding tricks and effects which use pure skill and sleight of hand. Lovers of the pasteboards unite!,26238,452574,5/25/2025 22:21,vinsmagic,9964363
